1419957763111,119,23,35
1419957764226,120,23,35
1419957785372,121,23,35
1419957786486,120,23,35
1419957789825,120,23,34
1419957790938,120,23,35
1419957794276,121,23,35
1419957796504,120,23,35
1419957799843,121,23,35
1419957800956,120,23,35
1419957802070,121,23,35
1419957803184,120,23,35
1419957804299,121,23,35
1419957805413,120,23,35
1419957806523,121,23,35
1419957807637,120,23,35
1419957809865,121,23,35
1419957818768,120,23,35
1419957819883,121,23,35
1419957822107,120,23,35
1419957823221,121,23,35
1419957825449,120,23,35
1419957826564,121,23,35
1419957834353,120,23,35
1419957835467,121,23,35
1419957844371,121,23,34
1419957845486,120,23,35
1419957846600,121,23,35
1419957848824,120,23,35
1419957849938,121,23,35
1419957857733,120,23,35
1419957858843,121,23,35
1419957866637,120,23,35
1419957867750,119,23,35
1419957868861,118,23,35
1419957869975,117,23,35
1419957871089,116,23,35
1419957873317,115,23,35
1419957875545,114,23,35
1419957877773,113,23,35
1419957879998,112,23,35
1419957891134,113,23,35
1419957892247,112,23,35
1419957901157,113,23,35
1419957908951,114,23,35
1419957910064,113,23,35
1419957912288,114,23,35
1419957915631,115,23,35
1419957916745,114,23,35
1419957918973,115,23,35
1419957922311,116,23,35
1419957923425,115,23,35
1419957924540,116,23,35
1419957927881,115,23,35
1419957928996,116,23,35
1419957931224,117,23,35
1419957933451,116,23,35
1419957934565,117,23,35
1419957937904,116,23,35
1419957939018,117,23,35
1419957941246,117,23,34
1419957942360,117,23,35
1419957950154,118,23,35
1419957953492,119,23,35
1419957954607,118,23,35
1419957961286,119,23,35
1419957962400,118,23,35
1419957964625,119,23,35
1419957965739,118,23,35
1419957966853,119,23,35
1419957975757,118,23,35
1419957976871,119,23,35
1419957988000,120,23,35
1419957989114,119,23,35
1419957992456,120,23,35
1419957993565,119,23,35
1419957994679,120,23,35
1419957995794,119,23,35
1419957996908,120,23,35
1419958002474,119,23,35
1419958003589,120,23,35
1419958004702,119,23,35
1419958005816,120,23,35
1419958024734,119,23,35
1419958026963,118,23,35
1419958028077,117,23,35
1419958029192,116,23,35
1419958030305,115,23,35
1419958031419,114,23,35
1419958033643,113,23,35
1419958035872,112,23,35
1419958040328,111,23,35
1419958042552,110,23,35
1419958044780,109,23,35
1419958047007,108,23,35
1419958048121,107,23,35
1419958050350,106,23,35
1419958053688,105,23,35
1419958054802,104,23,35
1419958055916,105,23,35
1419958057030,103,23,35
1419958061486,102,23,35
1419958068167,101,23,35
1419958070395,100,23,35
1419958071509,101,23,35
1419958073733,100,23,35
1419958080413,99,23,35
1419958085984,98,23,35
1419958089321,99,23,35
1419958090436,98,23,35
1419958101572,99,23,35
1419958106024,100,23,35
1419958109366,101,23,35
1419958116046,102,23,35
1419958118274,103,23,35
1419958123841,104,24,35
1419958124955,104,23,35
1419958126069,105,23,35
1419958130526,106,23,35
1419958131639,105,23,35
1419958132754,106,23,35
1419958134977,107,23,35
1419958136091,106,23,35
1419958137205,107,23,35
1419958141661,108,23,35
1419958145000,109,23,35
1419958149456,110,23,35
1419958150570,109,23,35
1419958151684,110,23,35
1419958155022,111,23,35
1419958159478,112,23,35
1419958160593,111,23,35
1419958161707,112,23,35
1419958162821,113,23,35
1419958163935,112,23,35
1419958166163,113,23,35
1419958167277,112,23,35
1419958168391,113,23,35
1419958173957,114,23,35
1419958185089,115,23,35
1419958186204,114,23,35
1419958187318,115,23,35
1419958193998,116,23,35
1419958197340,115,23,35
1419958198454,116,23,35
1419958204020,117,23,35
1419958205135,116,23,35
1419958207363,117,23,35
1419958209591,116,23,35
1419958210705,117,23,35
1419958211819,116,23,35
1419958214047,117,23,35
1419958217385,116,23,35
1419958218499,117,23,35
1419958220727,118,23,35
1419958222955,117,23,35
1419958224069,118,23,35
1419958225179,117,23,35
1419958227408,118,23,35
1419958228521,117,23,35
1419958231864,118,23,35
1419958232978,117,23,35
1419958236316,118,23,35
1419958237430,117,23,35
1419958239658,118,23,35
1419958240772,117,23,35
1419958241886,118,23,35
1419958244110,119,23,35
1419958245225,118,23,35
1419958246338,118,23,34
1419958247452,118,23,35
1419958261922,119,23,35
1419958263037,118,23,35
1419958265261,119,23,35
1419958266375,118,23,35
1419958267489,119,23,35
1419958268603,118,23,35
1419958270827,119,23,35
1419958271941,118,23,35
1419958273055,119,23,35
1419958274169,118,23,35
1419958275283,119,23,35
1419958276397,118,23,35
1419958277511,119,23,35
1419958281963,120,23,35
1419958283077,119,23,35
1419958284187,118,23,35
1419958285302,119,23,35
1419958286416,118,23,35
1419958287530,119,23,35
1419958289758,118,23,35
1419958290872,119,23,35
1419958293096,118,23,35
1419958295324,119,23,35
1419958307567,120,23,35
1419958308680,119,23,35
1419958310909,120,23,35
1419958312019,119,23,35
1419958316475,120,23,35
1419958317585,119,23,34
1419958318699,119,23,35
1419958319813,120,23,35
1419958320927,119,23,35
1419958323155,120,23,35
1419958325379,119,23,35
1419958326493,120,23,35
1419958327607,119,23,35
1419958328721,120,23,35
1419958329836,119,23,35
1419958330949,120,23,35
1419958332059,119,23,34
1419958333173,120,23,35
1419958335402,119,23,35
1419958337629,120,23,35
1419958338740,119,23,35
1419958339854,120,23,34
1419958340967,120,23,35
1419958343196,119,23,35
1419958345420,120,23,35
1419958347647,119,23,35
1419958348762,120,23,35
1419958357666,119,23,35
1419958358780,120,23,35
1419958363232,119,23,35
1419958364346,120,23,35
1419958403301,119,23,35
1419958404416,118,23,35
1419958405526,117,23,35
1419958407754,116,23,35
1419958409982,115,23,35
1419958413325,114,23,35
1419958418890,115,23,35
1419958421119,116,23,35
1419958422232,115,23,35
1419958428912,116,23,35
1419958430027,115,23,35
1419958431141,116,23,35
1419958442273,117,23,35
1419958444501,116,23,35
1419958445615,117,23,35
1419958448957,118,23,35
1419958450067,117,23,35
1419958452296,118,23,35
1419958453409,117,23,35
1419958456752,118,23,35
1419958457866,117,23,35
1419958458980,118,23,35
1419958460090,117,23,35
1419958461204,119,23,35
1419958462318,118,23,35
1419958472337,119,23,35
1419958473451,118,23,35
1419958475679,119,23,35
1419958479016,118,23,35
1419958482355,119,23,35
1419958493487,120,23,35
1419958494601,119,23,35
1419958496825,120,23,35
1419958500168,119,23,35
1419958501277,120,23,35
1419958503506,119,23,35
1419958513524,120,23,35
1419958514638,119,23,35
1419958520205,120,23,35
1419958522428,119,23,35
1419958525770,120,23,35
1419958529109,119,23,35
1419958530223,120,23,35
1419958533561,119,23,35
1419958534675,120,23,35
1419958550255,119,23,35
1419958551369,120,23,35
1419958561387,121,23,35
1419958562501,120,23,35
1419958566954,121,23,35
1419958568067,120,23,35
1419958574744,121,23,35
1419958575858,120,23,35
1419958578087,121,23,35
1419958581424,120,23,35
1419958584766,121,23,35
1419958585877,120,23,35
1419958590333,121,23,35
1419958591442,120,23,35
1419958595898,121,23,35
1419958598122,120,23,35
1419958600351,121,23,35
1419958601465,120,23,35
1419958602574,121,23,35
1419958603689,120,23,35
1419958608141,121,23,35
1419958609255,120,23,35
1419958610369,121,23,35
1419958611483,120,23,35
1419958612597,121,23,35
1419958613712,120,23,35
1419958614826,121,23,35
1419958618163,120,23,35
1419958620392,119,23,35
1419958621502,118,23,35
1419958622616,117,23,35
1419958624844,116,23,35
1419958628186,115,23,35
1419958637094,116,23,35
1419958639318,115,23,35
1419958640432,116,23,35
1419958642660,115,23,35
1419958644888,116,23,35
1419958648231,117,23,35
1419958650455,116,23,35
1419958652683,117,23,35
1419958659363,118,23,35
1419958660477,117,23,35
1419958662705,118,23,35
1419958663819,117,23,35
1419958666047,118,23,35
1419958667158,117,23,35
1419958669386,118,23,35
1419958670499,117,23,35
1419958671613,118,23,35
1419958679403,119,23,35
1419958680518,118,23,35
1419958681632,119,23,35
1419958692764,120,23,35
1419958693878,119,23,35
1419958697217,118,23,35
1419958698330,120,23,35
1419958699444,119,23,35
1419958703897,120,23,35
1419958705010,119,23,35
1419958708349,120,23,35
1419958713915,119,23,35
1419958717253,120,23,35
1419958718367,119,23,35
1419958721705,120,23,35
1419958725047,119,23,35
1419958726161,120,23,35
1419958736176,120,23,34
1419958737290,120,23,35
1419958762889,121,23,35
1419958764003,120,23,35
1419958767341,121,23,35
1419958768454,120,23,35
1419958769569,121,23,35
1419958770683,120,23,35
1419958771797,121,23,35
1419958772911,120,23,35
1419958777363,121,23,35
1419958778477,120,23,35
1419958779591,121,23,35
1419958784043,120,23,35
1419958785157,121,23,35
1419958788496,120,23,35
1419958791833,121,23,35
1419958792948,120,23,35
1419958794061,121,23,35
1419958795176,120,23,35
1419958796289,121,23,34
1419958798514,120,23,35
1419958799628,121,23,35
1419958800742,120,23,34
1419958801856,121,23,35
1419958806309,120,23,35
1419958807422,121,23,35
1419958808536,120,23,35
1419958810761,121,23,35
1419958812988,120,23,35
1419958814102,121,23,35
1419958815217,120,23,35
1419958816331,121,23,35
1419958817440,120,23,35
1419958818554,121,23,35
1419958827459,121,23,34
1419958828573,121,23,35
1419958839705,121,23,34
1419958840819,121,23,35
1419958841929,122,23,35
1419958843043,121,23,35
1419958856399,120,23,35
1419958857515,121,23,35
1419958879775,121,23,34
1419958880888,121,23,35
1419958894245,120,23,35
1419958904263,119,23,35
1419958905377,120,23,35
1419958917620,119,23,35
1419958918734,120,23,35
1419958920958,121,23,35
1419958922072,120,23,35
1419958925414,121,23,35
1419958926524,120,23,35
1419958932090,121,23,35
1419958933204,120,23,35
1419958939885,121,23,35
1419958940995,120,23,34
1419958942108,120,23,35
1419958945451,121,23,35
1419958947675,120,23,35
1419958953241,121,23,35
1419958954355,120,23,35
1419958956583,121,23,35
1419958957694,120,23,35
1419958958808,121,23,35
1419958973278,121,23,34
1419958974391,121,23,35
1419958979958,120,23,35
1419958985524,121,23,35
1419958986634,120,23,35
1419959264379,83,23,35
1419959265492,84,23,35
1419959272173,85,23,35
1419959273287,84,23,35
